rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
94,Do you think it was the Russians?,1.6106623586429725,0.0212931879725283,1238,682,356,200
95,"No, that's just where he sleeps.",1.6096345514950166,0.0294252286203862,602,320,197,85
96,"Try parting us now, asshole.",1.6083408884859474,0.023210092124991,1103,628,279,196
97,He's never looked more like himself.,1.607843137254902,0.0385730877961341,357,192,113,52
98,No one has any job security any more.,1.6053811659192825,0.0225990668234681,1115,624,307,184
99,Well this changes everything. I guess I can cancel my colonoscopy.,1.6044624746450304,0.0234427443498697,986,539,298,149
100,Well this is grim.,1.6044052863436122,0.0221131856406195,1135,628,328,179
101,He was there at the end for so many.,1.6035555555555556,0.0218768575943408,1125,614,343,168
102,I thought Pestilence gave a surprisingly moving eulogy.,1.6028921023359288,0.024465835123576,899,491,274,134
103,It was a pre-existing condition,1.6003700277520814,0.0224299034491201,1081,596,321,164
104,He brought it on himself.,1.5970731707317074,0.0233158166311088,1025,575,288,162
105,Apparently it was a work-related fatality.,1.595438175270108,0.0242827751019184,833,441,288,104
106,Tragic. I so wanted to have you meet him.,1.595427435387674,0.0245296186483944,1006,590,233,183
107,"Yeah, but we still have taxes.",1.5944055944055944,0.0242227564368564,1001,579,249,173
108,He went down swinging.,1.5936473165388827,0.0240657958236659,913,502,280,131
109,I wonder who showed up at HIS door?,1.5928205128205128,0.0238757587201307,975,550,272,153
110,He tried to go after Betty White.,1.5926701570680628,0.0248928618725475,955,556,232,167
111,Apparently he was texting-while-scything.,1.5925155925155925,0.0243082055480553,962,549,256,157
112,I heard they're having a hard time finding someone to deliver the eulogy.,1.59244126659857,0.0230880779567442,979,536,306,137
113,At least he died doing something he loved.,1.591578947368421,0.0236798904113364,950,526,286,138
114,I didn't even know he had a prostate.,1.5893129770992367,0.0294102926255885,655,375,174,106
115,We still got taxes.,1.5887445887445888,0.0241577784692462,924,517,270,137
116,He touched a lot of people.,1.588235294117647,0.0246705373159241,918,523,250,145
117,I'm confused. Does this mean we're off the hook?,1.5862068965517242,0.0239240877148555,899,494,283,122
118,So I guess this just leaves taxes...,1.5859375,0.0253020168107946,896,519,229,148
119,It's his happy place.,1.5852601156069364,0.0284843823924041,692,397,185,110
120,All we have to worry about now are taxes,1.5847554038680318,0.0244519731864315,879,489,266,124
121,His job finally caught up with him!,1.5844748858447488,0.0240880332188867,876,480,280,116
122,"Since Death can't part us anymore, I'm calling my lawyer.",1.5836216839677046,0.0258750094535622,867,507,214,146
123,At least he went doing what he really loved.,1.5834767641996557,0.0302913512279517,581,326,171,84
124,"Why couldn't it have been ""Taxes""?",1.5830429732868758,0.025863590232063,861,502,216,143
125,The only certain thing now is taxes.,1.5827505827505828,0.0255131159382226,858,493,230,135
126,He touched so many,1.5826494724501758,0.0258975565902769,853,496,217,140
127,"Well, you reap what you reap.",1.5809523809523809,0.0250572656489394,840,471,250,119
128,"Well, at least he died doing what he loved",1.580335731414868,0.0257632281257951,834,479,226,129
129,Well it's official. Keith Richards is going to live forever.,1.5793939393939394,0.0260425370284359,825,477,218,130
130,Well he died doing what he loved,1.5793939393939394,0.0255866645083237,825,469,234,122
131,And to think just yesterday he was alive and reaping.,1.5790784557907849,0.0252848579301565,803,446,249,108
132,Somehow I never imagined the mustache.,1.5776397515527951,0.0264967134775314,805,469,207,129
133,Who’s gonna run Breitbart now?,1.577020202020202,0.0273700293091057,792,473,181,138
134,Now I guess taxes are the only sure thing.,1.5767790262172283,0.0264270628973919,801,465,210,126
135,"Just taxes, then?",1.5764411027568923,0.0266243622651303,798,466,204,128
136,I hear he took his own life.,1.5761006289308177,0.0261044221667576,795,455,222,118
137,Well I guess that leaves only taxes.,1.575063613231552,0.0269480557070343,786,462,196,128
138,"Whatever you do, don't sign the guest book.",1.574022346368715,0.0278501624748209,716,416,189,111
139,I’m so glad we didn’t get to see him before he passed.,1.5738786279683377,0.027481679482446,758,447,187,124
140,I guess that leaves taxes.,1.573091849935317,0.0273111701852753,773,458,187,128
141,He brought this upon himself.,1.5723684210526316,0.0270482204311094,760,443,199,118
142,"I would have expected a bigger turnout, considering all the lives he touched.",1.5716180371352786,0.0271539725679181,754,440,197,117
143,Talk about ironic...he choked on a lifesaver.,1.5698630136986302,0.0284565136135062,730,440,164,126
144,"Well, I guess now it's just taxes.",1.569083447332421,0.0279630106129338,731,434,178,119
145,It does seem a little redundant.,1.5688949522510232,0.0270214410758389,733,422,205,106
146,Life won’t be the same without him,1.5686813186813189,0.0261734277614919,728,406,230,92
147,"So I said “no, after you.” Who thought he’d listen?",1.5668073136427567,0.0265027593515787,711,398,223,90
148,""" I guess that only leaves taxes"".",1.5661971830985917,0.0284130945876735,710,424,170,116
149,Is it ironic or a paradox? I get those mixed up.,1.5657142857142856,0.0271237576266447,700,398,208,94
150,"Technically, he took his own life.",1.5648414985590775,0.027758493054548,694,402,192,100
151,"Oh, that's just great! Now we'll NEVER get Mitch McConnell out of the senate!",1.5646153846153843,0.0297668293816407,650,390,153,107
152,We are going to need a lot more for retirement than we planned.,1.563953488372093,0.0284729362282322,688,407,174,107
153,"Well, all that's left now would be taxes.",1.563953488372093,0.0277199210945704,688,397,194,97
154,I guess it's just taxes now.,1.563235294117647,0.028509452493363,680,401,175,104
155,I forget. Is this ironic or paradoxical? Either way it's funny as hell.,1.5623145400593472,0.0276138521949035,674,385,199,90
156,It should've been taxes.,1.5601217656012176,0.0296100802862114,657,397,152,108
157,Never bring a scythe to a gun fight.,1.5601217656012176,0.0297663865674496,657,399,148,110
158,Trumpcare.,1.5595054095826892,0.0296507763978334,647,389,154,104
159,He was wonderful in that Swedish movie.,1.5586206896551724,0.031300352040397,580,349,138,93
160,He died doing what he loved.,1.5584615384615386,0.0297067354394465,650,393,151,106
161,"So that leaves just taxes, right?",1.5579598145285936,0.0291674277197578,647,384,165,98
162,"Relax, it's his loser brother - The Grim Sleeper.",1.5572998430141287,0.0296082586937273,637,381,157,99
163,"Mercy, we really are older than death.",1.5551782682512734,0.0308427338122123,589,354,143,92
164,That's the last coffin we'll ever sell.,1.555023923444976,0.0289453690991543,627,366,174,87
165,Great. Now the only sure thing is taxes.,1.5548387096774194,0.0295507860266749,620,367,162,91
166,I’m going to miss the obituaries.,1.5546623794212218,0.0291244978683902,622,364,171,87
167,"Well, he certainly had it coming.",1.5545112781954886,0.0309968230948028,532,307,155,70
168,"My goodness Harold, I think I finally understand situational irony.",1.5533980582524272,0.0294513454038702,618,365,164,89
169,I didn’t think it would kill him to be nice for once.,1.5522388059701493,0.0302923756349397,603,362,149,92
170,"I guess after the death of irony, this was predictable.",1.552066115702479,0.0292017903673259,605,352,172,81
171,"So, now it's just taxes.",1.552066115702479,0.0302150501674833,605,363,150,92
172,They did a great job. He looks so dead.,1.5514950166112955,0.0306958982648151,602,366,140,96
173,So I guess it's only Taxes.,1.5507487520798668,0.0299149359307409,601,357,157,87
174,"Worked himself to death, did he?",1.5499153976311335,0.0297338512845872,591,347,163,81
175,Who knew he had a peanut allergy.,1.5499153976311335,0.0304015162280447,591,354,149,88
176,"Well, this leaves only taxes.",1.5499153976311335,0.0304957036774939,591,355,147,89
177,"I'm sorry to say it, but he looks like Death warmed over.",1.5494880546075085,0.0297331581525828,586,343,164,79
178,"Not too close, he may be bluffing.",1.5491525423728814,0.0291888446408329,590,341,174,75
179,I'm certain we'll still have to pay our taxes.,1.5481099656357389,0.029090389299101,582,334,177,71
180,I bet he had a lot of skeletons in his closet.,1.5472370766488412,0.0307469100447631,561,333,149,79
181,If only he had been carrying a gun,1.5472027972027973,0.0321562853506809,572,357,117,98
182,I guess we're stuck with your mother.,1.5472027972027973,0.0312876241353806,572,348,135,89
183,His job finally caught up with him!,1.5464098073555166,0.0302344938787385,571,337,156,78
184,He was always dressed to kill,1.5464098073555166,0.0303359453404763,571,338,154,79
185,I guess the only thing we can count on now is taxes.,1.5464098073555166,0.0316252123227646,571,351,128,92
186,Life just won't be the same without him.,1.5456204379562044,0.0307728532619568,548,323,151,74
187,"Well, I guess we should have saved more money for retirement. It looks like we’re gonna be here awhile.",1.5448028673835126,0.0287208516550684,558,313,186,59
188,He touched so many lives.,1.5439856373429084,0.031749158926406,557,341,129,87
189,It's always the one you least expect to go.,1.5436720142602496,0.0299169142543284,561,327,163,71
190,I always thought taxes would go first.,1.5434782608695652,0.0311410795065091,552,331,142,79
191,"Well, I guess that leaves us with taxes.",1.5429616087751372,0.0309311339206318,547,325,147,75
192,Does Taxes know?,1.5422794117647058,0.0313882934748266,544,327,139,78
193,I told him that job was a dead end.,1.5416666666666667,0.0307123628975406,504,288,159,57
194,Florida is going to get crowded,1.5414364640883975,0.0318642416076957,543,331,130,82
195,"Well dear, so much for death do us part.",1.5408921933085502,0.0307737244584682,538,317,151,70
196,"Nap time is over. Now, go get us some customers.",1.5408921933085502,0.0328413274384786,538,336,113,89
197,"Turns out, he had a peanut allergy.",1.5406427221172023,0.0329568687969974,529,329,114,86
198,Why an open casket? He looks like hell.,1.5403377110694183,0.0324389977517589,533,328,122,83
199,Now who's going to put me out of my misery?,1.5401606425702812,0.031634962280348,498,291,145,62
200,What are the odds? He died on April 15th.,1.5398886827458256,0.0317267705902184,539,327,133,79
201,So sad. He touched so many lives.,1.5394736842105263,0.0306956853462444,532,312,153,67
202,They''ll miss him down at the senior center.,1.5387523629489603,0.0312894979554397,529,315,143,71
203,"I hate to say it, but he had it coming.",1.5384615384615383,0.0322251440769692,533,327,125,81
204,At least he went doing what he loved,1.5381263616557734,0.0320605527922931,459,263,145,51
205,He shouldn't have gone after Keith Richards.,1.534516765285996,0.0330455467041805,507,313,117,77
206,"Even in death, he looks like Death.",1.532258064516129,0.0330069474755575,496,304,120,72
207,So now how much money do we need for retirement?,1.5321888412017168,0.0325807209843568,466,275,134,57
208,I thought taxes would go first.,1.530864197530864,0.0326347204027052,486,293,128,65
209,"I must've warned him a million times, ""You're gonna reap what you sow honey.""",1.5307377049180328,0.0313476692267554,488,285,147,56
210,I wonder who came for him.,1.5304878048780488,0.0328409826250611,492,300,123,69
211,He had all of our lives ahead of him.,1.5300207039337477,0.033310218082949,483,296,118,69
212,I have to say... I'm feeling a lot more optimistic about our golden years.,1.5298969072164947,0.0324260120741482,485,291,131,63
213,There were so many more people that we should have introduced him to,1.5298969072164947,0.0334605256541606,485,299,115,71
214,"Well Gene, it looks like we're stuck with each other forever.",1.5291666666666666,0.032682738402233,480,289,128,63
215,Apparently you also reap what you reap.,1.5285412262156448,0.0334542175727771,473,289,118,66
216,I heard he wanted 'over my dead body' on his headstone.,1.5278969957081543,0.0312888155949764,466,268,150,48
217,No one ever thinks it can happen to them.,1.527542372881356,0.034042922425627,472,293,109,70
218,I heard it was sickle cell,1.527542372881356,0.0332406734959921,472,287,121,64
219,"If someone had to go, why couldn't it be taxes?",1.527542372881356,0.0336441892586551,472,290,115,67
220,What will The New Yorker cartoonists do without him?,1.527542372881356,0.0331050752755344,472,286,123,63
221,I used to flirt with him.,1.5267665952890792,0.0332376077989686,467,283,122,62
222,"Not to sound disrespectful, but he had it coming.",1.5257510729613737,0.0325930289853449,466,278,131,57
223,He finally found himself.,1.5257510729613737,0.0343844822086094,466,291,105,70
224,He doesn't look as grim as I imagined.,1.5250544662309369,0.0302575160912192,459,257,163,39
225,He wanted me to come with him. I told him to go to hell.,1.5250544662309369,0.0335383336920878,459,279,119,61
226,At least he died doing something he believed in.,1.524945770065076,0.0335688191817841,461,281,118,62
227,He reaped what he sowed.,1.524945770065076,0.03384860716957,461,283,114,64
228,He’s got only himself to blame for this.,1.5240174672489082,0.0341596828152238,458,283,110,65
229,I understand he left 7 billion survivors.,1.5240174672489082,0.0321420052386422,458,269,138,51
230,"Well, we'll always have taxes.",1.523281596452328,0.0342810969840869,451,278,110,63
231,My favorite memory was when he took your Aunt Bertha.,1.52317880794702,0.0350125926920118,453,285,99,69
232,We should have gone for the reverse mortgage.,1.523076923076923,0.0331867266262379,455,274,124,57
233,I guess the only certainty now is taxes.,1.5224215246636772,0.0352974522637198,446,281,97,68
234,At least Irony's still alive.,1.5216400911161732,0.0344004226758914,439,269,111,59
235,You know what this means...We'll outlive our savings.,1.5205479452054795,0.0338498276805489,438,265,118,55
236,Definitely an inside job.,1.5203619909502262,0.0348190418434046,442,275,104,63
237,"Ironically, he didn't have life insurance.",1.520123839009288,0.0385569353263243,323,192,94,37
238,"Say what you will about him, but he practiced what he preached.",1.5195402298850575,0.0352500400963863,435,272,100,63
239,"Well, this can't be a good sign for the funeral business.",1.5195402298850575,0.0355493022392483,435,274,96,65
240,It seems like only yesterday I was at his door.,1.5195402298850575,0.0327576681647554,435,256,132,47
241,"Finally, the death of irony.",1.5194508009153318,0.0343707487980096,437,268,111,58
242,I’d rather it’d been taxes,1.5194508009153318,0.0343707487980096,437,268,111,58
243,At least one thing is certain . . . taxes.,1.5193621867881548,0.0340998466472019,439,268,114,57
244,"Look, he's still wearing his NRA pin.",1.5186046511627906,0.0360209279735723,430,273,91,66
245,I always thought that he'd be there for us in our old age.,1.5186046511627906,0.0332017103256972,430,255,127,48
246,"If it weren't 2018, this would be pretty surprising.",1.518348623853211,0.0348883223806806,436,271,104,61
247,He was offered a White House position.,1.5178997613365155,0.0354913979924238,419,260,101,58
248,Quit complaining. Its the last one we have to attend....,1.5174825174825175,0.0330960292355517,429,254,128,47
249,"Reaping is now done by smart phone, he couldn't adapt.",1.516431924882629,0.0337629025753278,426,256,120,50
250,"I mean, he must have seen it coming...",1.5155131264916468,0.0354940855276358,419,261,100,58
251,"Pity, he had so much death left in him.",1.5155131264916468,0.034515420822816,419,255,112,52
252,"Well, this looks grim.",1.515439429928741,0.0340619643763873,421,254,117,50
253,I suppose this just leaves taxes.,1.515439429928741,0.0359992870665389,421,266,93,62
254,They say it was self-inflicted.,1.5144927536231885,0.0349966656120242,414,254,107,53
255,This certainly opens an existential can of worms.,1.5134474327628362,0.0351501643916624,409,251,106,52
256,You were right...in this economy theres no such thing as job security.,1.51338199513382,0.0353586034941777,411,254,103,54
257,Putin considered him a threat.,1.51338199513382,0.0361880436081932,411,259,93,59
258,"My best memory of him was … well, right now",1.5123152709359606,0.0337628254259247,406,241,122,43
259,"Well, I don't really know. Why ARE we grieving?",1.5121951219512195,0.0347450975601172,410,250,110,50
260,I guess this means we can smoke.,1.511166253101737,0.0353721174928965,403,248,104,51
261,"He worked himself to, well, you know.",1.5108695652173914,0.0499400510384014,184,109,56,19
262,"So, now it's just taxes.",1.5100502512562817,0.0376064996992976,398,257,79,62
263,"I can never tell, is this irony or poetic justice?",1.5100502512562817,0.0362351603037713,398,249,95,54
264,Seriously? Tide Pod?,1.5100502512562817,0.0369271963590067,398,253,87,58
265,Karma.,1.5099502487562189,0.035960552957324,402,251,97,54
266,They say he died doing what he loved,1.5099502487562189,0.0352637801881054,402,247,105,50
267,I'm not surprised. He looked like death.,1.5099502487562189,0.0356138706275485,402,249,101,52
268,Somehow I thought we’d be first.,1.508860759493671,0.0348225956533701,395,239,111,45
269,Can't say I'm surprised. He always looked like death.,1.508860759493671,0.0346375832774015,395,238,113,44
270,That just leaves taxes I guess,1.508860759493671,0.0362687346064296,395,247,95,53
271,Poor guy - those New Yorker cartoonists worked him to death,1.508816120906801,0.0364802548521382,397,250,92,55
272,I guess this means I'll never be rid of your mother.,1.508816120906801,0.0371711675205085,397,254,84,59
273,Did they have to make him look so grim?,1.5076142131979695,0.0356214543603859,394,243,102,49
274,Poor guy worked himself to death.,1.5076142131979695,0.0352569883336962,394,241,106,47
275,I guess this means I can start eating red meat again?,1.5065274151436032,0.0340606512122201,383,226,120,37
276,"If this is who I think it is, we can cancel our insurance.",1.5064935064935066,0.0362465260159678,385,239,97,49
277,"I can do it myself, he always used to say.",1.5064599483204135,0.0353559402269705,387,236,106,45
278,"First ""God is dead"" and now this!",1.5064599483204135,0.0368395230799701,387,244,90,53
279,I’ll bet he never saw this coming.,1.506426735218509,0.0352209946813282,389,237,107,45
280,"First it was, ""God is dead."" Now look.",1.506426735218509,0.0363321409917631,389,243,95,51
281,"Well, I guess we're stuck with each other for a while.",1.506426735218509,0.0348427390634129,389,235,111,43
282,He kept working right up until the end.,1.5063613231552162,0.0358715274141113,393,244,99,50
283,That's what you get for training your own replacement.,1.5052356020942408,0.0360826510722123,382,236,99,47
284,"Get up, you're not fooling anyone.",1.5052356020942408,0.037391842330382,382,243,85,54
285,He looks like hell.,1.5052083333333333,0.0366907147161364,384,241,92,51
286,"You say ironic, I say redundant.",1.505181347150259,0.0344616119819574,386,231,115,40
287,Any idea who did it?,1.5039787798408488,0.0372077690958079,377,238,88,51
288,I'm not sure what it means - but I think we'd better sign up for long term care insurance...,1.5039787798408488,0.0350601975036809,377,227,110,40
289,There's still taxes.,1.5039577836411608,0.0378042088782151,379,243,81,55
290,It was just too much for him when hell froze over.,1.5039370078740155,0.0370969703414007,381,241,88,52
291,You can't count on anything anymore.,1.502673796791444,0.0352659978006379,374,226,108,40
292,"Well, there goes our funeral business.",1.502673796791444,0.0366612545475991,374,233,94,47
293,What's next...taxes?,1.502673796791444,0.0376262029056373,374,238,84,52
294,"Whatever you do, don't sign the guest book.",1.502673796791444,0.0368562653699791,374,234,92,48
295,"Looks like you're stuck with me now, Arthur",1.502659574468085,0.0361240318455294,376,232,99,45
296,"I know you’re not supposed to say it, but he really brought this on himself.",1.5013477088948788,0.0384319032925331,371,240,76,55
297,I hate wakes. It's like staring at death in the face.,1.5013404825737264,0.0355387621636241,373,227,105,41
298,He just couldn't find work-life balance.,1.5013262599469497,0.0356592529213564,377,231,103,43
299,That job would kill anyone.,1.5,0.0376198274218717,364,230,86,48
300,Does this mean we're stuck here?,1.5,0.036099350857464,368,226,100,42
301,So much reaping and so little to sow for it.,1.5,0.0378204679244474,364,231,84,49
302,"You know, maybe I will go on that skydiving thing next week after all.",1.4986376021798364,0.0359656555353114,367,225,101,41
303,Let's hold off on mailing our tax returns.,1.4986149584487534,0.0366168245433297,361,223,96,42
304,The ironic part is that he died in the Living Room,1.498607242339833,0.0378115180176298,359,227,85,47
305,He would have liked the irony.,1.495774647887324,0.0362066672014358,355,217,100,38
306,"I don't know about you, but I was kind of counting on ""...till death do us part.""",1.4957264957264955,0.0365085490452164,351,215,98,38
307,I assumed he was exempt.,1.4957264957264955,0.037171416467859,351,218,92,41
308,Talk about ironic...he choked to death on a lifesaver.,1.4942857142857142,0.0389683343248566,350,226,75,49
309,You would think he'd seen it coming.,1.4927953890489911,0.038149023239814,347,220,83,44
310,Let's just see what happens if we don't pay our taxes this year.,1.4927536231884058,0.0380950025846469,345,218,84,43
311,It may be a trick....you poke him.,1.4927113702623906,0.0380383322767745,343,216,85,42
312,I hope this means we can start smoking again,1.4912280701754386,0.036746311444817,342,210,96,36
313,Even the Grim Reaper has left the White House.,1.4912280701754386,0.0400940487931597,342,225,66,51
314,He only has himself to blame.,1.4912280701754386,0.0374398140161679,342,213,90,39
315,He shouldn't have brought a scythe to a gun fight.,1.4912280701754386,0.0396640126914112,342,223,70,49
316,"Well, this certainly changes our retirement plan.",1.4911242603550297,0.0375342886661332,338,210,90,38
317,Looks like we're stuck with your mother.,1.4911242603550297,0.0386861023308837,338,215,80,43
318,"His last words were ""I can't take another day of Trump"".",1.489614243323442,0.0401149139156244,337,221,67,49
