rank,caption,mean,precision,votes,not_funny,somewhat_funny,funny
86,"It looked bigger on Airbnb, right?",1.3891402714932126,0.0454725037163392,221,159,38,24
87,"Having fallen overboard from a Greenpeace anti-whaling ship, Tom was eventually recovered from what would later be known as Irony Island.",1.3883928571428572,0.045893555083843,224,163,35,26
88,I got your message. How can I help?,1.3866666666666667,0.0444007721940573,225,161,41,23
89,Stop your blubbering.,1.3863636363636365,0.0446747135561263,220,157,41,22
90,This just in: Beached whale annihilates entire population of South Pacific island.,1.3863636363636365,0.0442076806777603,220,156,43,21
91,"Okay Bill, you can reach the coconuts now. Bill?",1.3863636363636365,0.0451369142912655,220,158,39,23
92,"Lucas orders Moby Dick from Amazon but neglects to check the ""book"" box.",1.3863636363636365,0.0460473998458899,220,160,35,25
93,I guess I just discovered the Isle of Man.,1.385321100917431,0.0420465915006723,218,150,52,16
94,Worst. Beach. Ever.,1.385321100917431,0.0444893867405772,218,155,42,21
95,You're the one who wanted to go whale watching. CAN YOU SEE ME NOW?,1.385321100917431,0.0435287222677321,218,153,46,19
96,Maybe Twister isn't the best choice for game night...,1.385321100917431,0.0435287222677321,218,153,46,19
97,I am NOT a fish out of water.,1.385321100917431,0.0420465915006723,218,150,52,16
98,"Ooh, that tickles, is your phone on vibrate?",1.385321100917431,0.0425463722539309,218,151,50,17
99,It's not deserted anymore!,1.385321100917431,0.0440116756941496,218,154,44,20
100,It looked bigger on airbnb.,1.385321100917431,0.0435287222677321,218,153,46,19
101,"Sit tight, high tide is only a few hours away.",1.3835616438356164,0.0408788762711736,219,149,56,14
102,That's not my blowhole.,1.3835616438356164,0.0433652130353402,219,154,46,19
103,You are getting way too big to be a lap whale.,1.3835616438356164,0.0428794807141963,219,153,48,18
104,Peter thought he had cheated death after the plane crash. Death doesn't like cheaters.,1.3835616438356164,0.045716527405381,219,159,36,24
105,"Ok, on three.",1.3824884792626728,0.045550775967812,217,157,37,23
106,"OK, you were right, I can't clear the palm tree.",1.3824884792626728,0.0416355378397462,217,149,53,15
107,The Orcas were right. White whales can't jump.,1.3824884792626728,0.0469348632020391,217,160,31,26
108,"You never call me, Ishmael.",1.3824884792626728,0.0436370897429855,217,153,45,19
109,"Yeah, well, you're not my first choice either.",1.3824884792626728,0.0431454076783296,217,152,47,18
110,"Lord, not to seem ungrateful, but a flounder or a mackerel would have sufficed.",1.3824884792626728,0.0436370897429855,217,153,45,19
111,Help is on the way. I'm wearing a tracking device.,1.3796296296296295,0.0401521574066618,216,146,58,12
112,Sorry. I thought I had the time share this week.,1.3796296296296295,0.0461409970638089,216,158,34,24
113,"Tell me honestly, does this island make me look fat?",1.3785046728971964,0.0430153040876331,214,150,47,17
114,We need to discuss boundaries.,1.3785046728971964,0.0440235201194715,214,152,43,19
115,Marine biologists don't understand why we do it and frankly neither do I.,1.3778801843317972,0.0405347598218428,217,148,56,13
116,I identify as a land mammal.,1.375586854460094,0.0446323977244824,213,153,40,20
117,Don't complain. You have plenty of leg room.,1.375586854460094,0.0420784554539897,213,148,50,15
118,"Sorry, I thought those stones spelled ""KELP"".",1.375586854460094,0.0446323977244824,213,153,40,20
119,Can I call you Squishmael?,1.375586854460094,0.0441334343099173,213,152,42,19
120,"I don't know if anyone has ever told you this, but you're a really good listener.",1.375586854460094,0.0426014942935338,213,149,48,16
121,About 12 metric tons. Why do you ask?,1.3744292237442923,0.0432481617515534,219,156,44,19
122,Stuck the landing!,1.3744075829383886,0.0433899256210973,211,149,45,17
123,"Don't worry, high tide's in six hours.",1.3744075829383886,0.0407063011739791,211,144,55,12
124,"Go island hopping, she says, it’ll be fun, she says",1.3714285714285714,0.0445295326284967,210,151,40,19
125,"Ok, big push on three....",1.3714285714285714,0.0450382919606578,210,152,38,20
126,My travel agent warned me the island would be overbooked.,1.3714285714285714,0.0424335410922534,210,147,48,15
127,One of us should swim for help.,1.3701923076923077,0.0442995341408354,208,149,41,18
128,Hold on! Just six hours 'til high tide.,1.3701923076923077,0.0410334244811362,208,143,53,12
129,I'd say it's more of a whaled beach.,1.3701923076923077,0.0463492530546681,208,153,33,22
130,I was texting.,1.3701923076923077,0.0448207525427976,208,150,39,19
131,You're so hungry you could eat a what?!,1.368421052631579,0.0441226320151906,209,150,41,18
132,That'll be $22.00 for the pizza less $1.50 for the anchovies which I ate.,1.3671497584541064,0.0422438893038504,207,145,48,14
133,We're going to need a bigger island.,1.3671497584541064,0.0459658676684533,207,152,34,21
134,You're right. I couldn't clear the tree.,1.3671497584541064,0.0422438893038504,207,145,48,14
135,But there are sharks in there!,1.3671497584541064,0.0459658676684533,207,152,34,21
136,I could have sworn I heard somebody yelling for help.,1.3671497584541064,0.044408947799487,207,149,40,18
137,"Sorry, but Shark Week scares the hell out of me.",1.3671497584541064,0.0433399401717026,207,147,44,16
138,We prefer to think of it as a whaled beach.,1.364077669902913,0.0439830157835509,206,148,41,17
139,Am I the first to arrive?,1.364077669902913,0.0445181465732124,206,149,39,18
140,"If you were wishing for the novel, you should have been more specific.",1.364077669902913,0.0471026948146677,206,154,29,23
141,You're right. It probably does hurt you more than it hurts me.,1.364077669902913,0.0434412934949933,206,147,43,16
142,Clean up on Isle 1.,1.364077669902913,0.0423370592592621,206,145,47,14
143,I bet you were more worried about lightning.,1.364077669902913,0.0439830157835509,206,148,41,17
144,Sorry! Just island hopping.,1.364077669902913,0.0439830157835509,206,148,41,17
145,Sorry. I cleared it last time.,1.364077669902913,0.0423370592592621,206,145,47,14
146,I said the BOOK I wanted on a desert island was Moby Dick.,1.3627450980392155,0.0448111351465054,204,148,38,18
147,It doesn't really matter who was here first.,1.3627450980392155,0.0402700433571929,204,140,54,10
148,My bad,1.3627450980392155,0.0437201037605851,204,146,42,16
149,Next time we pick coconuts you better stand on MY back.,1.360655737704918,0.0471988175340557,183,133,34,16
150,Could you push me back in?,1.3596059113300492,0.0432625390223882,203,145,43,15
151,This spot taken?,1.3582089552238803,0.0435401556591487,201,144,42,15
152,It looked bigger in the brochure.,1.3582089552238803,0.0417910447761194,201,141,48,12
153,Hang in there - Just a few hours until high tide.,1.3582089552238803,0.0387005840340187,201,136,58,7
154,"Look, buddy - we're BOTH having a bad day...",1.3582089552238803,0.0452216639031137,201,147,36,18
155,"Did you call me, Ishmael?",1.3564356435643563,0.0455758122680504,202,149,34,19
156,"Life's a beach, and then you die.",1.3564356435643563,0.0444818766406563,202,147,38,17
157,"Relax, I'm a vegetarian.",1.3564356435643563,0.0433603509563351,202,145,42,15
158,Sorry there was a Pokemon in your palm tree.,1.355,0.0424722788694203,200,142,45,13
159,You're right--this island does make me look fat.,1.355,0.0447761040900996,200,146,37,17
160,What's our safe word again?,1.355,0.0430597924825842,200,143,43,14
161,The brochure read: Private island paradise with unbelievable marine wildlife encounters.,1.355,0.0453337705664204,200,147,35,18
162,I hate these layovers as much as you.,1.355,0.0453337705664204,200,147,35,18
163,Ahab was crushed by Moby's initial display of friendship.,1.355,0.0430597924825842,200,143,43,14
164,"Really stuck that landing, didn't I . . . ?",1.355,0.0436393971650001,200,144,41,15
165,"Okay you win, call me Squishmael!",1.355,0.0469670578449732,200,150,29,21
166,Next time hold the hoop higher...,1.355,0.0430597924825842,200,143,43,14
167,Stop blubbering.,1.355,0.0442114039723466,200,145,39,16
168,We're gonna need a bigger island.,1.3535353535353536,0.0433356776585122,198,142,42,14
169,I got your note in the bottle. How can I help?,1.3535353535353536,0.0383117169352687,198,134,58,6
170,Now do my back.,1.3535353535353536,0.0450755304679861,198,145,36,17
171,Harold regretted that he had jerked the fishing line so hard.,1.3535353535353536,0.045640745063152,198,146,34,18
172,This is what happens when you buy a whale watching tour on Groupon.,1.3535353535353536,0.0439232867744635,198,143,40,15
173,"Tell the truth, does this island make me look fat?",1.3535353535353536,0.0445031379120737,198,144,38,16
174,Maybe YOU should get on MY back and I'LL try to swim us out of here.,1.3535353535353536,0.0467506784530258,198,148,30,20
175,"No whale is an island, either.",1.3517587939698492,0.0460006213563695,199,148,32,19
176,Right! Objects may be closer than they appear.,1.350253807106599,0.0428306926202892,197,141,43,13
177,That’s it…you’re voted off the island!,1.350253807106599,0.0440234365732735,197,143,39,15
178,Your prayers ARE being answered. The loaves will arrive tomorrow.,1.350253807106599,0.0428306926202892,197,141,43,13
179,"Of all the sand bars in all the oceans in all the world, he walks into mine.",1.346938775510204,0.045293439232426,196,145,34,17
180,"Now you have to say ""Marco""...",1.346938775510204,0.045293439232426,196,145,34,17
181,"Your message in a bottle said, 'Single man looking for a whale of a time.'",1.346938775510204,0.0441229916255355,196,143,38,15
182,"Lift with your legs, not your back.",1.346938775510204,0.0410511299625369,196,138,48,10
183,I'm beaching myself for reasons that science has been unable to adequately explain. What the hell are *you* doing?,1.346938775510204,0.045293439232426,196,145,34,17
184,Ishmael?,1.346938775510204,0.045293439232426,196,145,34,17
185,Dry hump?,1.346938775510204,0.0458674640814015,196,146,32,18
186,It'll seem funnier when you tell it later,1.3467336683417086,0.0418699553967543,199,142,45,12
187,"If it's any consolation, I'm uncomfortable too.",1.345360824742268,0.0438093267557473,194,141,39,14
188,..you awake?,1.345360824742268,0.0444147842592363,194,142,37,15
189,"Sorry, I was playing Pokémon Go.",1.345360824742268,0.0467582812002878,194,146,29,19
190,"I'm also under a lot of pressure, OK?",1.345360824742268,0.0425725875509875,194,139,43,12
191,Why don't we try with you on top...,1.345360824742268,0.0456015894547531,194,144,33,17
192,While you're under there could you check my oil?,1.345360824742268,0.0461835567145117,194,145,31,18
193,Sometimes you’re a little hard to swallow.,1.345360824742268,0.0456015894547531,194,144,33,17
194,Good news... the tide's coming in.,1.345360824742268,0.0444147842592363,194,142,37,15
195,Call me Squish-mael...,1.3451776649746192,0.0484205947206749,197,152,22,23
196,It looked a lot bigger in the Airbnb photo.,1.3451776649746192,0.0433402546700041,197,143,40,14
197,"Now, in game theory, they would refer to this as the lose-lose scenario.",1.3451776649746192,0.0456680101343982,197,147,32,18
198,Okay push on three...,1.3451776649746192,0.0421281727288696,197,141,44,12
199,Bob misunderstood his realtor when he recommended a flat in Wales.,1.3451776649746192,0.0450973367389009,197,146,34,17
200,"It took forever to get the message out of the bottle, but I came as fast as I could.",1.3451776649746192,0.0427385108089548,197,142,42,13
201,I thought I heard someone say KELP!,1.3451776649746192,0.0450973367389009,197,146,34,17
202,"Casablanca, Free Willy and Beaches. What are yours?",1.3451776649746192,0.0421281727288696,197,141,44,12
203,"If you're not too busy I'd like to talk to you about our lord and savior, Poseidon.",1.3451776649746192,0.0456680101343982,197,147,32,18
204,I hate layovers.,1.3451776649746192,0.0439337574486235,197,144,38,15
205,"I can't define irony, but I know it when I see it.",1.3434343434343434,0.0425578332394523,198,143,42,13
206,You're in my spot.,1.3434343434343434,0.0437460569187168,198,145,38,15
207,At least you're out of the sun.,1.3419689119170986,0.043285703056484,193,140,40,13
208,"Sorry, it looked bigger on the Airbnb website.",1.3419689119170986,0.0426577041452723,193,139,42,12
209,Photobomb!,1.3419689119170986,0.0420203207602827,193,138,44,11
210,I just needed a hug.,1.3419689119170986,0.0457115035159448,193,144,32,17
211,If this is high tide we're both going to have a bad day,1.3419689119170986,0.0420203207602827,193,138,44,11
212,"Hug a tree. Save a whale. Blah, blah blah.",1.3419689119170986,0.043285703056484,193,140,40,13
213,Not until you take the hook out.,1.3419689119170986,0.0439047201931938,193,141,38,14
214,"""Whales love me. I have the best whales."" -Donald Trump from underneath a whale",1.3419689119170986,0.0439047201931938,193,141,38,14
215,Sorry about your tree.,1.3419689119170986,0.0400473502038705,193,135,50,8
216,"This is no day at the beach for me, either.",1.3403141361256543,0.0466217760432642,191,144,29,18
217,We never go anywhere.,1.3368421052631578,0.0455304162546395,190,142,32,16
218,Who is so hungry he could eat a whale now?,1.3368421052631578,0.0449146302643564,190,141,34,15
219,Sorry. I just ate and need to wait 30 minutes.,1.3368421052631578,0.043014411935689,190,138,40,12
220,It's hump day.,1.3368421052631578,0.043014411935689,190,138,40,12
221,Be careful what you fish for.,1.3351063829787233,0.0398713291554275,188,132,49,7
222,I heard this place used to be called Florida.,1.3351063829787233,0.043943812411195,188,138,37,13
223,"Yeah, but I identify as a seagull.",1.3351063829787233,0.043943812411195,188,138,37,13
224,"Curse you, Googlemaps!",1.3351063829787233,0.0445864098427455,188,139,35,14
225,Sorry-- looking for a pokemon.,1.3351063829787233,0.0464609063941955,188,142,29,17
226,"When you told that genie that you wanted to be on a desert island with a copy of Moby Dick, you probably should have been more specific.",1.3351063829787233,0.0445864098427455,188,139,35,14
227,"Stu, let me call you back. I'm in the middle of something.",1.3333333333333333,0.0443853034409422,189,140,35,14
228,It used to be called the Isle of Man.,1.3315508021390374,0.0446827218814585,187,139,34,14
229,High tide's only 4 hours away,1.3315508021390374,0.0406391387350927,187,133,46,8
230,Double twist. Nailed it.,1.3315508021390374,0.0446827218814585,187,139,34,14
231,Next time you hug the trees and I'll save the whales,1.3315508021390374,0.0446827218814585,187,139,34,14
232,Well this is awkward. From behind you looked like my wife.,1.3315508021390374,0.0465730464275057,187,142,28,17
233,Oops..sorry I was just out island hopping.,1.3315508021390374,0.0440345844589018,187,138,36,13
234,I don't suppose you could give me a push?,1.3315508021390374,0.0406391387350927,187,133,46,8
235,Go ahead. Try to throw me back.,1.3315508021390374,0.0420302463669359,187,135,42,10
236,Welcome to the island of My Orca.,1.3315508021390374,0.047791742655754,187,144,24,19
237,Guess who got voted off the island.,1.3297297297297297,0.0436598614782887,185,136,37,12
238,Stop whining. I am stranded too.,1.3297297297297297,0.0449854678475655,185,138,33,14
239,Why the hell is there a speed bump HERE?,1.3297297297297297,0.0449854678475655,185,138,33,14
240,"You know, this is just as uncomfortable for me as it is for you.",1.3297297297297297,0.0408798957677412,185,132,45,8
241,Like you've never stepped in a puddle.,1.3297297297297297,0.0456338331070801,185,139,31,15
242,It's just water weight,1.3279569892473118,0.0434606663122058,186,137,37,12
243,PoloOOOO!,1.326086956521739,0.0394616535602288,184,130,48,6
244,"Don't be a dick, Moby.",1.326086956521739,0.0457361004338006,184,139,30,15
245,I hope this was helpful in getting you down from the tree?,1.326086956521739,0.0416582728330789,184,133,42,9
246,This is 911. Please state your emergency and location.,1.326086956521739,0.0444184400942395,184,137,34,13
247,Are you all right? I was texting.,1.326086956521739,0.0444184400942395,184,137,34,13
248,You wanna check the oil while you're under there?,1.326086956521739,0.0437447287014444,184,136,36,12
249,"Well, for your information, my day's not going so well either.",1.326086956521739,0.0423651770523601,184,134,40,10
250,I got your bottle.,1.326086956521739,0.0430604779109614,184,135,38,11
251,Hurry up. My husband will resurface any minute.,1.326086956521739,0.045082084597411,184,138,32,14
252,Maybe we should try it with you on top.,1.326086956521739,0.0444184400942395,184,137,34,13
253,"Day 44: While a prayer is finally answered, I realize I will need to be much more specific in my requests.",1.326086956521739,0.0444184400942395,184,137,34,13
254,Crap. Another speed bump.,1.326086956521739,0.045082084597411,184,138,32,14
255,"A little higher, no, no. a little to the left . there, there , that's it. ahhhhh.",1.326086956521739,0.045082084597411,184,138,32,14
256,A little to the left.....Ahhhh that's the spot.,1.326086956521739,0.0444184400942395,184,137,34,13
257,At least I get points for sticking the landing.,1.326086956521739,0.0430604779109614,184,135,38,11
258,This island looked much larger on Airbnb.,1.326086956521739,0.0416582728330789,184,133,42,9
259,I've been coming here in August for years.,1.326086956521739,0.0416582728330789,184,133,42,9
260,I don't see why I have to move out if you are the one with the issue,1.326086956521739,0.045082084597411,184,138,32,14
261,I found your note in the bottle.,1.326086956521739,0.0416582728330789,184,133,42,9
262,And to think I was worried about a coconut falling on my head.,1.324175824175824,0.0411839927003129,182,131,43,8
263,"I just arrived, can you recommend some fun things to do on the Island?",1.324175824175824,0.0453916056348523,182,137,31,14
264,Perhaps Gilligan should have been a bit more specific when he wished for a voluptuous female companion on his deserted island...,1.324175824175824,0.0453916056348523,182,137,31,14
265,"Yes, I was texting, but you'll have a hard time proving it.",1.324175824175824,0.0447178386576864,182,136,33,13
266,On the bright side more of a chance getting rescued by environmentalists,1.324175824175824,0.0453916056348523,182,137,31,14
267,"'So anyway, the condition is called aquaphobia.'",1.324175824175824,0.0433388919842754,182,134,37,11
268,I thought you were waving at me.,1.324175824175824,0.0433388919842754,182,134,37,11
269,"In regards to Waldo, I have both good news and bad news.",1.324175824175824,0.0440337634812173,182,135,35,12
270,Quit your blubbering!,1.324175824175824,0.0460555168248609,182,138,29,15
271,"Give a man a fish, and you feed him for a lifetime!",1.324175824175824,0.0453916056348523,182,137,31,14
272,"'""Consider this payback for SeaWorld.""",1.3224043715846994,0.0445080740607082,183,137,33,13
273,Well I am actually much lighter under water!,1.3224043715846994,0.0431378044856164,183,135,37,11
274,Do you think you could scratch it a little more to the left?,1.3224043715846994,0.0458373988937822,183,139,29,15
275,Just think of me as SPF 1000.,1.3224043715846994,0.0445080740607082,183,137,33,13
276,"They made that jump look so easy in ""Free Willy.""",1.3224043715846994,0.0458373988937822,183,139,29,15
277,Let me know the second you feel uncomfortable.,1.3224043715846994,0.0451776260661247,183,138,31,14
278,"C'mon, lift with your legs.",1.3224043715846994,0.0431378044856164,183,135,37,11
279,"Of all the desert islands, in all the oceans, in all the world...",1.3224043715846994,0.0431378044856164,183,135,37,11
280,I don't think this is how sperm banks are supposed to work...,1.3204419889502763,0.0493712352042039,181,143,18,20
281,"Oh, stop blubbering about it!",1.3204419889502763,0.0427041604944821,181,133,38,10
282,Let's be fair—we're suffocating each other.,1.3204419889502763,0.0481117881311717,181,141,22,18
283,I came as soon as I saw the flare!,1.3204419889502763,0.0427041604944821,181,133,38,10
284,High tide is when?,1.3204419889502763,0.0427041604944821,181,133,38,10
285,Damn that Google Maps.,1.3204419889502763,0.0434169630184277,181,134,36,11
286,You requested an Uber?,1.3204419889502763,0.0441182505540344,181,135,34,12
287,You're krilling me!,1.3204419889502763,0.0461582288932716,181,138,28,15
288,Carl's new bait proved unbelievably effective.,1.3204419889502763,0.0454884022621,181,137,30,14
289,NOW who's the Sole Survivor?,1.3204419889502763,0.0441182505540344,181,135,34,12
290,I will definitely mention overcrowding in my online review.,1.3204419889502763,0.0427041604944821,181,133,38,10
291,There! Now you can reach the coconuts.,1.3204419889502763,0.0427041604944821,181,133,38,10
292,"At first, global warming came for the polar bears, and I said nothing.",1.3204419889502763,0.0434169630184277,181,134,36,11
293,Found another Pokémon!,1.3204419889502763,0.0454884022621,181,137,30,14
294,"At 7:28 a.m. on the morning of August 8th, Robinson Crusoe picked what would be his last coconut.",1.3204419889502763,0.0474695355251526,181,140,24,17
295,Push on three.,1.3204419889502763,0.0461582288932716,181,138,28,15
296,I feel like such a blowhole.,1.3204419889502763,0.0454884022621,181,137,30,14
297,I think I stuck that landing don't you? Hello?,1.3204419889502763,0.0461582288932716,181,138,28,15
298,"Sorry, but I'm just island hopping.",1.3204419889502763,0.0419792564171098,181,132,40,9
299,How about that? Same odds as Trump being elected!,1.3204419889502763,0.0468184733707613,181,139,26,16
300,The less compelling first draft of Moby Dick.,1.3204419889502763,0.0434169630184277,181,134,36,11
301,And here I was worried about Zika.,1.3186813186813189,0.0478790911358472,182,142,22,18
302,"It's not like I want to be here, either.",1.318435754189944,0.0451144500438725,179,135,31,13
303,"""So is this whale watch 'up close and personal' enough for you?"".",1.318435754189944,0.0444133189946798,179,134,33,12
304,Teaching his pet whale to fetch did not end well for either of them.,1.318435754189944,0.0464849975802604,179,137,27,15
305,I think we're gonna need a bigger island.,1.318435754189944,0.0451144500438725,179,135,31,13
306,You will just have to wait till High Tide.,1.318435754189944,0.045804850195137,179,136,29,14
307,"Sorry, dude. I thought you said ""kelp.""",1.318435754189944,0.0444133189946798,179,134,33,12
308,"Of all the beaches in all the islands in all the world, she swims onto mine.",1.318435754189944,0.0422401563468882,179,131,39,9
309,"You're such a Dick, Moby.",1.318435754189944,0.0451144500438725,179,135,31,13
310,This is very bad news for all three of us.,1.318435754189944,0.0478162775350881,179,139,23,17
311,"Ok now, lower, lower... and a little to the left.",1.318435754189944,0.045804850195137,179,136,29,14
